Visualizador calidad de aire activada,Turismo activada,Deportes activada,Entretenimiento activada,Visualizador restriccion uso lena desactivada,Ambientes abiertos activada,Ambientes cerrados desactivada,Entretenimiento adulto desactivada,Entretenimiento familiar activada,Entretenimiento tercera edad activada,0.3241615
Visualizador calidad de aire activada,Turismo activada,Deportes activada,Entretenimiento activada,Visualizador restriccion uso lena desactivada,Ambientes abiertos activada,Ambientes cerrados desactivada,Entretenimiento adulto activada,Entretenimiento familiar activada,Entretenimiento tercera edad activada,0.3276075
Visualizador calidad de aire activada,Turismo activada,Deportes activada,Entretenimiento activada,Visualizador restriccion uso lena desactivada,Ambientes abiertos activada,Ambientes cerrados desactivada,Entretenimiento adulto desactivada,Entretenimiento familiar activada,Entretenimiento tercera edad desactivada,0.578033
Visualizador calidad de aire activada,Turismo activada,Deportes activada,Entretenimiento activada,Visualizador restriccion uso lena desactivada,Ambientes abiertos activada,Ambientes cerrados desactivada,Entretenimiento adulto desactivada,Entretenimiento familiar desactivada,Entretenimiento tercera edad activada,7.804102
Visualizador calidad de aire activada,Turismo activada,Deportes activada,Entretenimiento desactivada,Visualizador restriccion uso lena desactivada,Ambientes abiertos activada,Ambientes cerrados desactivada,Entretenimiento adulto desactivada,Entretenimiento familiar desactivada,Entretenimiento tercera edad desactivada,22.865866
Visualizador calidad de aire activada,Turismo activada,Deportes activada,Entretenimiento activada,Visualizador restriccion uso lena desactivada,Ambientes abiertos activada,Ambientes cerrados desactivada,Entretenimiento adulto activada,Entretenimiento familiar desactivada,Entretenimiento tercera edad activada,23.18519
Visualizador calidad de aire activada,Turismo activada,Deportes activada,Entretenimiento activada,Visualizador restriccion uso lena desactivada,Ambientes abiertos activada,Ambientes cerrados desactivada,Entretenimiento adulto activada,Entretenimiento familiar activada,Entretenimiento tercera edad desactivada,41.896698
Visualizador calidad de aire activada,Turismo activada,Deportes activada,Entretenimiento activada,Visualizador restriccion uso lena activada,Ambientes abiertos activada,Ambientes cerrados desactivada,Entretenimiento adulto desactivada,Entretenimiento familiar activada,Entretenimiento tercera edad activada,63.964348
Visualizador calidad de aire activada,Turismo activada,Deportes activada,Entretenimiento activada,Visualizador restriccion uso lena activada,Ambientes abiertos activada,Ambientes cerrados desactivada,Entretenimiento adulto activada,Entretenimiento familiar activada,Entretenimiento tercera edad activada,70.423546
Visualizador calidad de aire activada,Turismo activada,Deportes activada,Entretenimiento activada,Visualizador restriccion uso lena desactivada,Ambientes abiertos activada,Ambientes cerrados desactivada,Entretenimiento adulto activada,Entretenimiento familiar desactivada,Entretenimiento tercera edad desactivada,76.94458
Visualizador calidad de aire activada,Turismo activada,Deportes activada,Entretenimiento activada,Visualizador restriccion uso lena activada,Ambientes abiertos activada,Ambientes cerrados desactivada,Entretenimiento adulto desactivada,Entretenimiento familiar activada,Entretenimiento tercera edad desactivada,81.9812
Visualizador calidad de aire activada,Turismo activada,Deportes activada,Entretenimiento activada,Visualizador restriccion uso lena activada,Ambientes abiertos activada,Ambientes cerrados desactivada,Entretenimiento adulto desactivada,Entretenimiento familiar desactivada,Entretenimiento tercera edad activada,111.29219
Visualizador calidad de aire activada,Turismo activada,Deportes activada,Entretenimiento activada,Visualizador restriccion uso lena activada,Ambientes abiertos activada,Ambientes cerrados desactivada,Entretenimiento adulto activada,Entretenimiento familiar desactivada,Entretenimiento tercera edad activada,113.70856
Visualizador calidad de aire activada,Turismo activada,Deportes activada,Entretenimiento desactivada,Visualizador restriccion uso lena activada,Ambientes abiertos activada,Ambientes cerrados desactivada,Entretenimiento adulto desactivada,Entretenimiento familiar desactivada,Entretenimiento tercera edad desactivada,114.47316
Visualizador calidad de aire activada,Turismo activada,Deportes activada,Entretenimiento activada,Visualizador restriccion uso lena activada,Ambientes abiertos activada,Ambientes cerrados desactivada,Entretenimiento adulto activada,Entretenimiento familiar activada,Entretenimiento tercera edad desactivada,120.83379
Visualizador calidad de aire activada,Turismo activada,Deportes activada,Entretenimiento activada,Visualizador restriccion uso lena activada,Ambientes abiertos desactivada,Ambientes cerrados activada,Entretenimiento adulto desactivada,Entretenimiento familiar activada,Entretenimiento tercera edad activada,126.36961
Visualizador calidad de aire activada,Turismo activada,Deportes desactivada,Entretenimiento activada,Visualizador restriccion uso lena activada,Ambientes abiertos desactivada,Ambientes cerrados activada,Entretenimiento adulto desactivada,Entretenimiento familiar activada,Entretenimiento tercera edad activada,150.02484
Visualizador calidad de aire activada,Turismo activada,Deportes activada,Entretenimiento activada,Visualizador restriccion uso lena activada,Ambientes abiertos activada,Ambientes cerrados desactivada,Entretenimiento adulto activada,Entretenimiento familiar desactivada,Entretenimiento tercera edad desactivada,156.66138
Visualizador calidad de aire activada,Turismo activada,Deportes activada,Entretenimiento activada,Visualizador restriccion uso lena activada,Ambientes abiertos desactivada,Ambientes cerrados activada,Entretenimiento adulto activada,Entretenimiento familiar activada,Entretenimiento tercera edad activada,156.81099
